event,county_fips5,state_abbr,county_name,n_buildings,n_damaged,n_displaced_bldgs,n_severe,n_residential,n_res_displaced,avg_damage_pct,max_damage_pct,total_bldg_loss_usd,centroid_lat,centroid_lon
IAN_2022,37055,NC,Dare,2067,1900,1817,1125,1933,1723,63.434,100.0,2.6817477295E8,35.779415,-75.674192
IAN_2022,37073,NC,Gates,268,261,251,209,228,214,76.4366,100.0,3.129023609E7,36.441958,-76.723797
IAN_2022,37079,NC,Greene,242,236,236,205,223,218,81.9669,100.0,3.300347253E7,35.480607,-77.664445
IAN_2022,37091,NC,Hertford,256,247,232,188,249,227,72.7559,100.0,2.712105314E7,36.375289,-76.953215
IAN_2022,37095,NC,Hyde,1638,1387,868,652,1422,798,41.7018,100.0,9.73743385E7,35.44701,-76.223263
IAN_2022,37103,NC,Jones,210,209,209,190,203,202,86.3119,100.0,2.231327532E7,35.053399,-77.370959
IAN_2022,37107,NC,Lenoir,540,533,533,454,479,473,80.6815,100.0,7.431300043E7,35.248703,-77.621976
IAN_2022,37117,NC,Martin,1165,1154,1153,986,1154,1142,80.7378,100.0,1.4359563522E8,35.825556,-77.049431
IAN_2022,37129,NC,New Hanover,2736,2172,1831,1578,2517,1717,40.748,100.0,3.3779427314E8,34.182222,-77.867737
IAN_2022,37131,NC,Northampton,128,127,127,116,122,122,88.3828,100.0,1.102960735E7,36.439028,-77.435895
IAN_2022,37133,NC,Onslow,3544,3167,2808,2105,3349,2656,59.895,100.0,3.6253229833E8,34.63252,-77.446638
IAN_2022,37137,NC,Pamlico,1386,1193,899,750,1291,866,54.5905,100.0,1.0546576947E8,35.145292,-76.704066
IAN_2022,37139,NC,Pasquotank,661,640,527,431,595,490,64.9274,100.0,8.367649759E7,36.272188,-76.243625
IAN_2022,37141,NC,Pender,2567,2086,2044,1719,2469,1965,66.3183,100.0,2.6773591402E8,34.432732,-77.737823
IAN_2022,37143,NC,Perquimans,734,718,698,593,713,679,82.998,100.0,9.9861828E7,36.148512,-76.402151
IAN_2022,37147,NC,Pitt,1805,1783,1771,1470,1711,1683,78.5368,100.0,2.6934861004E8,35.567098,-77.356963
IAN_2022,37163,NC,Sampson,1,0,0,0,1,0,0.0,0.0,0.0,34.610205,-78.304165
IAN_2022,37177,NC,Tyrrell,696,627,528,428,634,492,61.6695,100.0,6.208351178E7,35.861098,-76.211292
IAN_2022,37187,NC,Washington,477,467,465,410,445,436,86.8103,100.0,9.818299264E7,35.869241,-76.604299
IAN_2022,45009,SC,Bamberg,1,1,1,0,1,1,43.5,43.5,80123.09,33.176125,-80.799526
IAN_2022,45013,SC,Beaufort,6400,6258,5305,3219,6233,5179,57.3905,100.0,9.8773267404E8,32.318682,-80.717103
IAN_2022,45015,SC,Berkeley,5611,5250,4651,3382,5452,4510,62.4909,100.0,8.1914001538E8,33.074711,-79.997067
IAN_2022,45019,SC,Charleston,30132,29573,20769,5601,28623,20434,31.3577,100.0,3.03747079898E9,32.766743,-79.947918
IAN_2022,45027,SC,Clarendon,1,1,1,1,1,1,100.0,100.0,76319.0,33.868363,-79.88575
IAN_2022,45029,SC,Colleton,3435,2766,2583,2010,3210,2386,58.3803,100.0,3.4584304255E8,32.756394,-80.527925
IAN_2022,45035,SC,Dorchester,3015,3000,2984,2307,2760,2738,76.0161,100.0,5.6113767902E8,33.02201,-80.271187
IAN_2022,45043,SC,Georgetown,5660,4210,3182,1614,5325,3049,34.4248,100.0,4.7146274448E8,33.457933,-79.16372
IAN_2022,45049,SC,Hampton,540,538,538,472,508,507,83.7639,100.0,7.77094629E7,32.803051,-81.098063
IAN_2022,45051,SC,Horry,10869,8412,7741,5647,10359,7396,52.5653,100.0,1.06746907875E9,33.796853,-78.89347
IAN_2022,45053,SC,Jasper,717,714,713,599,671,667,80.8326,100.0,9.07765757E7,32.42942,-80.99944
IAN_2022,45067,SC,Marion,245,244,244,191,243,242,77.3551,100.0,2.952054195E7,34.000818,-79.306088
IAN_2022,45089,SC,Williamsburg,2890,2878,2878,2472,2807,2795,82.4493,100.0,3.045156424E8,33.661987,-79.710287
IDALIA_2023,12009,FL,Brevard,12430,12281,12281,9982,12034,11893,79.2913,100.0,2.75101384907E9,28.204071,-80.700641
IDALIA_2023,12011,FL,Broward,8188,8118,8114,6712,7606,7538,78.6365,100.0,1.72554124451E9,26.147489,-80.249757
IDALIA_2023,12019,FL,Clay,1510,1490,1490,1336,1454,1435,83.7788,100.0,2.5348150833E8,30.072078,-81.795764
IDALIA_2023,12031,FL,Duval,5798,5722,5717,4984,5537,5456,80.3647,100.0,1.26167221396E9,30.293283,-81.612772
IDALIA_2023,12035,FL,Flagler,681,676,672,612,646,637,84.9765,100.0,1.3338779878E8,29.51769,-81.196112
IDALIA_2023,12061,FL,Indian River,4048,3993,3993,3506,3735,3683,82.5627,100.0,8.0791769825E8,27.693575,-80.461843
IDALIA_2023,12069,FL,Lake,6,5,3,3,6,3,40.4167,75.0,147315.46,29.175392,-81.538485
IDALIA_2023,12085,FL,Martin,2726,2673,2672,2386,2457,2407,81.859,100.0,6.4263752736E8,27.12899,-80.242898
IDALIA_2023,12086,FL,Miami-Dade,5891,5865,5856,4958,5324,5296,79.3125,100.0,1.87094391516E9,25.713426,-80.348514
IDALIA_2023,12087,FL,Monroe,2958,2941,2937,1441,1926,1911,60.6351,100.0,5.3002496472E8,24.89169,-80.882401
IDALIA_2023,12089,FL,Nassau,947,929,918,788,902,878,81.6204,100.0,1.3774142259E8,30.595168,-81.690102
IDALIA_2023,12099,FL,Palm Beach,9850,9737,9736,8317,9347,9236,80.4051,100.0,2.46959686464E9,26.71837,-80.180358
IDALIA_2023,12107,FL,Putnam,726,718,718,590,676,668,82.0902,100.0,7.89385206E7,29.648304,-81.741156
IDALIA_2023,12109,FL,St. Johns,3843,3802,3794,3060,3737,3688,79.6795,100.0,8.7729012963E8,30.012085,-81.428223
IDALIA_2023,12111,FL,St. Lucie,4235,4170,4170,3656,3704,3642,78.9771,100.0,7.6740959335E8,27.347164,-80.371026
IDALIA_2023,12127,FL,Volusia,1657,1640,1635,1446,1504,1485,81.6008,100.0,3.3661199222E8,29.095804,-81.006857
IDALIA_2023,13025,GA,Brantley,528,520,518,447,510,502,84.9337,100.0,6.594940051E7,31.228158,-81.93635
IDALIA_2023,13029,GA,Bryan,1043,1030,1029,789,990,977,76.8514,100.0,1.9630366305E8,31.955188,-81.346324
IDALIA_2023,13039,GA,Camden,1629,1607,1603,1365,1555,1531,81.671,100.0,3.1366344558E8,30.878696,-81.663242
IDALIA_2023,13049,GA,Charlton,97,97,97,86,95,95,88.6031,100.0,1.201261854E7,30.655291,-82.085183
IDALIA_2023,13051,GA,Chatham,3844,3735,3670,2860,3577,3432,73.7578,100.0,1.00058781122E9,32.014226,-81.123183
IDALIA_2023,13103,GA,Effingham,1409,1396,1396,1179,1339,1326,80.7896,100.0,2.3559377459E8,32.312801,-81.314834
IDALIA_2023,13127,GA,Glynn,1908,1879,1850,1542,1781,1734,78.9541,100.0,3.2298194131E8,31.220088,-81.512663
IDALIA_2023,13179,GA,Liberty,2092,2077,2073,1616,2009,1990,79.8184,100.0,5.1364136554E8,31.800243,-81.459443
IDALIA_2023,13183,GA,Long,304,304,304,266,289,289,85.5099,100.0,4.877501165E7,31.768927,-81.741588
IDALIA_2023,13191,GA,McIntosh,768,752,743,618,725,706,80.4948,100.0,1.3047268598E8,31.496984,-81.405306
IDALIA_2023,13305,GA,Wayne,759,754,754,655,700,695,83.5046,100.0,9.646046563E7,31.611893,-81.902893
IDALIA_2023,45009,SC,Bamberg,1,1,1,0,1,1,43.5,43.5,80123.09,33.176125,-80.799526
IDALIA_2023,45013,SC,Beaufort,5176,5089,4571,3151,5024,4446,65.653,100.0,9.2806692423E8,32.320445,-80.754363
IDALIA_2023,45015,SC,Berkeley,4783,4639,4392,3363,4637,4252,71.1305,100.0,7.8370366142E8,33.111714,-80.010235
IDALIA_2023,45019,SC,Charleston,14308,14033,9677,4346,13613,9419,39.5244,100.0,1.79260914853E9,32.763668,-79.976917
IDALIA_2023,45027,SC,Clarendon,1,1,1,1,1,1,100.0,100.0,76319.0,33.868363,-79.88575
IDALIA_2023,45029,SC,Colleton,3248,2721,2543,2010,3032,2346,61.379,100.0,3.4242420774E8,32.773195,-80.541209
IDALIA_2023,45035,SC,Dorchester,2990,2979,2979,2307,2743,2733,76.5687,100.0,5.6025463121E8,33.022819,-80.2723
IDALIA_2023,45043,SC,Georgetown,1728,1688,1639,1299,1613,1542,75.8067,100.0,3.0144748085E8,33.463545,-79.240842
IDALIA_2023,45049,SC,Hampton,540,538,538,472,508,507,83.7639,100.0,7.77094629E7,32.803051,-81.098063
IDALIA_2023,45051,SC,Horry,6225,6089,6060,5180,5876,5726,80.192,100.0,9.1079085369E8,33.854264,-78.950769
IDALIA_2023,45053,SC,Jasper,723,718,714,600,677,668,80.325,100.0,9.09117036E7,32.429616,-80.998441
IDALIA_2023,45067,SC,Marion,245,244,244,191,243,242,77.3551,100.0,2.952054195E7,34.000818,-79.306088
IDALIA_2023,45089,SC,Williamsburg,2890,2878,2878,2472,2807,2795,82.4493,100.0,3.045156424E8,33.661987,-79.710287
IDA_2021,01003,AL,Baldwin,4964,4864,4853,3845,4758,4663,78.8469,100.0,8.43477206E8,30.506551,-87.778612
IDA_2021,01025,AL,Clarke,35,35,35,28,28,28,74.7857,100.0,5822727.2,31.316308,-87.829593
IDA_2021,01053,AL,Escambia,1,1,1,1,1,1,100.0,100.0,54051.0,30.997761,-87.614943
IDA_2021,01097,AL,Mobile,6721,6604,6563,5369,6373,6231,79.326,100.0,1.13199437556E9,30.660022,-88.140252
IDA_2021,01099,AL,Monroe,1,1,1,0,1,1,42.5,42.5,55536.88,31.262935,-87.676204
IDA_2021,01129,AL,Washington,408,402,402,371,396,390,87.4179,100.0,5.019122535E7,31.296116,-88.154296
IDA_2021,22001,LA,Acadia,588,584,584,457,551,548,83.8997,100.0,1.1454611201E8,30.323076,-92.426667
IDA_2021,22003,LA,Allen,335,333,333,270,331,329,85.8642,100.0,6.874329806E7,30.623715,-92.818646
IDA_2021,22005,LA,Ascension,4284,4252,3520,2193,3754,3179,60.7246,100.0,7.4307567465E8,30.23377,-90.872923
IDA_2021,22007,LA,Assumption,1641,1624,1322,906,1576,1289,58.7858,100.0,1.3226950491E8,29.867027,-91.12612
IDA_2021,22011,LA,Beauregard,414,406,406,312,406,398,82.6703,100.0,4.83001865E7,30.655979,-93.283016
IDA_2021,22019,LA,Calcasieu,2092,2073,2071,1532,2004,1984,80.2065,100.0,3.9900579191E8,30.257191,-93.332553
IDA_2021,22023,LA,Cameron,575,566,552,481,530,509,84.9957,100.0,8.226621807E7,29.89216,-93.168803
IDA_2021,22033,LA,East Baton Rouge,3215,3187,3187,2682,3104,3076,87.3925,100.0,6.6413608952E8,30.535089,-91.076715
IDA_2021,22039,LA,Evangeline,330,328,328,239,321,319,80.9924,100.0,4.68016913E7,30.73496,-92.372306
IDA_2021,22045,LA,Iberia,314,313,313,258,294,293,84.8965,100.0,6.197218324E7,29.988787,-91.76854
IDA_2021,22047,LA,Iberville,893,882,875,615,856,838,78.1646,100.0,1.3994239556E8,30.242764,-91.270395
IDA_2021,22051,LA,Jefferson,125295,119030,118193,86343,115613,109441,75.7995,100.0,2.272376473974E10,29.938837,-90.152072
IDA_2021,22053,LA,Jefferson Davis,164,161,159,125,155,150,83.0305,100.0,3.433592312E7,30.312651,-92.837883
IDA_2021,22055,LA,Lafayette,659,646,646,552,599,587,83.8134,100.0,1.3651911692E8,30.231937,-92.031438
IDA_2021,22057,LA,Lafourche,23297,18698,17234,10658,21946,16387,51.3512,100.0,1.8767913437E9,29.629544,-90.528001
IDA_2021,22063,LA,Livingston,7122,7065,6709,4796,6908,6518,74.0307,100.0,9.9828582349E8,30.425877,-90.768351
IDA_2021,22071,LA,Orleans,118308,112986,111109,74906,107963,102509,71.9578,100.0,2.116745135953E10,29.976397,-90.053876
IDA_2021,22075,LA,Plaquemines,8484,8482,8194,5893,7204,7161,76.9973,100.0,1.67535144758E9,29.707168,-89.884297
IDA_2021,22077,LA,Pointe Coupee,581,578,578,488,566,563,87.488,100.0,8.625298118E7,30.666998,-91.516614
IDA_2021,22087,LA,St. Bernard,15590,15590,15486,10201,14664,14603,74.4295,100.0,2.38655256614E9,29.92849,-89.934226
IDA_2021,22089,LA,St. Charles,17209,17208,16745,12661,16214,16012,74.5502,100.0,3.25015408729E9,29.934623,-90.371445
IDA_2021,22093,LA,St. James,1474,1470,1199,477,1396,1162,42.8358,100.0,1.758601694E8,29.954675,-90.700369
IDA_2021,22095,LA,St. John the Baptist,6560,6535,3504,529,6336,3463,23.1357,100.0,3.8711951459E8,30.076748,-90.492687
IDA_2021,22097,LA,St. Landry,1080,1068,1068,896,1011,999,85.8019,100.0,1.7941897582E8,30.544509,-92.024809
IDA_2021,22099,LA,St. Martin,1380,1374,1298,1101,1289,1215,80.7609,100.0,1.9093238929E8,30.124455,-91.617666
IDA_2021,22101,LA,St. Mary,13934,13914,13580,9086,12054,11875,75.0582,100.0,3.04099343617E9,29.701601,-91.252575
IDA_2021,22103,LA,St. Tammany,6657,6274,5836,4376,6471,5705,71.2421,100.0,8.8413433879E8,30.388666,-90.004345
IDA_2021,22105,LA,Tangipahoa,4047,3983,3832,2638,3900,3698,73.0269,100.0,5.9239841304E8,30.516114,-90.430261
IDA_2021,22109,LA,Terrebonne,25512,25420,17209,5924,22658,16778,34.9706,100.0,1.90549225144E9,29.570195,-90.712807
IDA_2021,22113,LA,Vermilion,298,295,289,219,287,279,80.3826,100.0,5.218375514E7,29.939589,-92.226729
IDA_2021,22117,LA,Washington,1,1,1,1,1,1,100.0,100.0,90543.0,30.861747,-90.311969
IDA_2021,22121,LA,West Baton Rouge,462,458,458,411,434,431,89.632,100.0,1.0150830023E8,30.461404,-91.300355
IDA_2021,28039,MS,George,859,853,853,697,843,837,83.0867,100.0,1.003753781E8,30.846166,-88.646258
IDA_2021,28045,MS,Hancock,2911,1450,1355,1010,2829,1299,37.0721,100.0,2.2352982196E8,30.347579,-89.424993
IDA_2021,28047,MS,Harrison,3821,3648,3433,2822,3574,3209,72.2429,100.0,5.3807087713E8,30.436806,-89.123507
IDA_2021,28059,MS,Jackson,4231,4113,4077,3440,4041,3898,80.4597,100.0,6.3671006503E8,30.48081,-88.655722
IDA_2021,28109,MS,Pearl River,2399,2388,2388,1960,2294,2283,80.4494,100.0,3.2423210952E8,30.624148,-89.659385
MICHAEL_2018,13029,GA,Bryan,143,141,141,103,139,137,72.7448,100.0,4.032834997E7,31.908346,-81.270871
MICHAEL_2018,13051,GA,Chatham,757,713,699,546,700,649,71.4386,100.0,1.7072970684E8,31.982789,-81.057264
MICHAEL_2018,13103,GA,Effingham,2,2,2,2,0,0,55.0,55.00000000000001,197996.7,32.257662,-81.169999
MILTON_2024,12005,FL,Bay,2191,2163,2163,1912,2114,2089,83.7097,100.0,3.2015195751E8,30.245157,-85.615316
MILTON_2024,12009,FL,Brevard,12609,12436,12384,9984,12201,11996,78.3651,100.0,2.75764087425E9,28.205355,-80.699552
MILTON_2024,12011,FL,Broward,8222,8150,8138,6715,7623,7547,78.435,100.0,1.741927389E9,26.147165,-80.250293
MILTON_2024,12013,FL,Calhoun,319,318,318,268,293,292,82.3887,100.0,4.541636744E7,30.446733,-85.15798
MILTON_2024,12015,FL,Charlotte,28546,24466,19304,6503,27343,19074,32.6282,100.0,1.94963414543E9,26.925717,-82.148172
MILTON_2024,12017,FL,Citrus,3482,3424,3382,3003,3283,3191,83.1167,100.0,4.4231095012E8,28.871555,-82.587181
MILTON_2024,12019,FL,Clay,1513,1493,1490,1336,1454,1435,83.6256,100.0,2.5349702038E8,30.072254,-81.795573
MILTON_2024,12021,FL,Collier,12732,12641,12392,10927,11859,11566,80.8474,100.0,2.84606052786E9,26.196971,-81.619127
MILTON_2024,12027,FL,DeSoto,1491,1483,1468,1309,1397,1378,82.0342,100.0,2.5399959002E8,27.180449,-81.902569
MILTON_2024,12029,FL,Dixie,477,473,473,419,472,468,87.7317,100.0,4.18233693E7,29.594956,-83.141693
MILTON_2024,12031,FL,Duval,5823,5746,5723,4985,5554,5462,80.0686,100.0,1.26237300357E9,30.293397,-81.612018
MILTON_2024,12033,FL,Escambia,1348,1325,1325,1071,1148,1127,79.4726,100.0,2.1578429652E8,30.53644,-87.337844
MILTON_2024,12035,FL,Flagler,1117,913,804,646,1079,769,56.697,100.0,1.400377602E8,29.505538,-81.171945
MILTON_2024,12037,FL,Franklin,798,793,788,643,768,758,83.1635,100.0,8.882305822E7,29.787903,-84.793693
MILTON_2024,12041,FL,Gilchrist,240,239,239,208,230,229,83.4083,100.0,2.261897633E7,29.807191,-82.864173
MILTON_2024,12045,FL,Gulf,847,838,838,696,778,769,81.8619,100.0,9.122676578E7,29.934581,-85.241083
MILTON_2024,12049,FL,Hardee,559,552,552,506,518,511,84.6315,100.0,9.099870244E7,27.503604,-81.835457
MILTON_2024,12051,FL,Hendry,1203,1197,1197,1118,1129,1123,87.4875,100.0,2.0451629198E8,26.736364,-81.463694
MILTON_2024,12053,FL,Hernando,1588,1576,1558,1375,1527,1497,83.9839,100.0,2.4871888398E8,28.518566,-82.494625
MILTON_2024,12057,FL,Hillsborough,20201,19964,19947,17409,19327,19087,81.8645,100.0,3.99567117678E9,27.97401,-82.374154
MILTON_2024,12061,FL,Indian River,4078,4018,4006,3515,3764,3696,82.1631,100.0,8.0877318038E8,27.693672,-80.461447
MILTON_2024,12065,FL,Jefferson,346,344,344,293,329,327,76.935,100.0,4.720449659E7,30.456507,-83.91589
MILTON_2024,12067,FL,Lafayette,245,245,245,215,241,241,86.4265,100.0,2.411768359E7,29.963994,-83.058538
MILTON_2024,12069,FL,Lake,568,526,390,258,552,390,45.1681,100.0,2.011240869E7,29.166429,-81.531896
MILTON_2024,12071,FL,Lee,16002,14260,13070,10627,14361,11747,63.629,100.0,2.49940209961E9,26.597308,-81.896637
MILTON_2024,12073,FL,Leon,2042,2026,2026,1741,1885,1870,81.0923,100.0,3.0848039296E8,30.475109,-84.257193
MILTON_2024,12075,FL,Levy,384,383,381,334,366,364,85.2786,100.0,3.882786008E7,29.175221,-82.815288
MILTON_2024,12077,FL,Liberty,208,208,208,181,194,194,84.2043,100.0,2.620356795E7,30.321542,-84.897198
MILTON_2024,12079,FL,Madison,71,71,71,60,68,68,85.162,100.0,7722109.84,30.376744,-83.625771
MILTON_2024,12081,FL,Manatee,8422,7584,6991,5675,8155,6757,68.8673,100.0,1.58453274667E9,27.489804,-82.525599
MILTON_2024,12083,FL,Marion,56,56,56,49,56,56,82.8839,100.0,6912629.43,29.057122,-82.461536
MILTON_2024,12085,FL,Martin,2751,2697,2675,2386,2482,2410,81.193,100.0,6.4335983257E8,27.128468,-80.241859
MILTON_2024,12086,FL,Miami-Dade,5929,5903,5894,4989,5354,5326,79.3091,100.0,1.89004025054E9,25.713558,-80.35133
MILTON_2024,12087,FL,Monroe,3339,3097,2994,1461,2221,1958,54.7379,100.0,5.4130723503E8,24.871892,-80.944079
MILTON_2024,12089,FL,Nassau,962,935,921,785,913,881,80.249,100.0,1.3796774565E8,30.596914,-81.68517
MILTON_2024,12091,FL,Okaloosa,794,781,781,609,757,744,77.3627,100.0,1.5100614795E8,30.57532,-86.553395
MILTON_2024,12099,FL,Palm Beach,9902,9772,9762,8324,9395,9258,80.0722,100.0,2.47459518041E9,26.717208,-80.179896
MILTON_2024,12101,FL,Pasco,6880,6673,6594,5749,6393,6128,78.536,100.0,1.70203147745E9,28.257974,-82.522327
MILTON_2024,12103,FL,Pinellas,4590,4517,4476,3517,4225,4128,75.6265,100.0,8.97839442E8,27.955031,-82.725376
MILTON_2024,12107,FL,Putnam,863,838,797,654,810,747,75.5324,100.0,8.317017383E7,29.640235,-81.71796
MILTON_2024,12109,FL,St. Johns,4071,3983,3886,3078,3947,3780,76.1541,100.0,8.8536058037E8,30.004997,-81.421488
MILTON_2024,12111,FL,St. Lucie,4275,4209,4197,3661,3743,3669,78.4559,100.0,7.6852264282E8,27.348122,-80.370661
MILTON_2024,12113,FL,Santa Rosa,2044,2021,2018,1750,1962,1940,84.9746,100.0,3.7437602723E8,30.505669,-87.011376
MILTON_2024,12115,FL,Sarasota,22961,21383,19392,11010,21987,19036,52.2647,100.0,2.868883385E9,27.160861,-82.429776
MILTON_2024,12121,FL,Suwannee,239,239,239,223,233,233,87.9833,100.0,2.36955918E7,30.014748,-82.962943
MILTON_2024,12123,FL,Taylor,471,470,470,432,443,442,87.1953,100.0,5.065071198E7,29.947813,-83.607223
MILTON_2024,12127,FL,Volusia,3134,3078,2470,1503,2862,2319,51.3697,100.0,3.8769664437E8,29.0951,-81.013482
MILTON_2024,12129,FL,Wakulla,705,699,698,608,662,656,83.8383,100.0,9.548190703E7,30.128272,-84.3966
MILTON_2024,12131,FL,Walton,1882,1860,1860,1483,1796,1775,78.7192,100.0,2.678898262E8,30.451741,-86.171318
MILTON_2024,12133,FL,Washington,594,590,590,485,559,556,79.4285,100.0,5.695848303E7,30.663589,-85.642546
